job_id,tab,position,total_jobs_in_tab,company,title,url,scraped_at
reco-140926917120,top_candidate,50,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926917120,2026-09-18T16:27:28.196623+00:00
reco-140926917826,top_candidate,51,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926917826,2026-09-18T16:27:30.332248+00:00
reco-140926919189,top_candidate,52,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926919189,2026-09-18T16:27:32.283330+00:00
reco-140926919259,top_candidate,53,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926919259,2026-09-18T16:27:34.216583+00:00
reco-140926919260,top_candidate,54,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926919260,2026-09-18T16:27:36.168939+00:00
reco-140926915537,top_candidate,55,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926915537,2026-09-18T16:27:38.282959+00:00
reco-140926916144,top_candidate,56,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916144,2026-09-18T16:27:40.515780+00:00
reco-140926916744,top_candidate,57,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916744,2026-09-18T16:27:42.632031+00:00
reco-140926916747,top_candidate,58,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916747,2026-09-18T16:27:44.637140+00:00
reco-140926916748,top_candidate,59,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916748,2026-09-18T16:27:46.637598+00:00
reco-140926916757,top_candidate,60,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916757,2026-09-18T16:27:48.624741+00:00
reco-140926916769,top_candidate,61,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916769,2026-09-18T16:27:50.582244+00:00
reco-140926916866,top_candidate,62,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916866,2026-09-18T16:27:52.559931+00:00
reco-140926916982,top_candidate,63,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916982,2026-09-18T16:27:54.498584+00:00
reco-140926916639,top_candidate,64,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916639,2026-09-18T16:27:56.427130+00:00
reco-140926914798,top_candidate,65,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926914798,2026-09-18T16:27:58.357585+00:00
reco-140926916554,top_candidate,66,77,Accenture,Custom Software Engineer,https://www.naukri.com/job-listings-140926916554,2026-09-18T16:28:00.312571+00:00
reco-160926045990,preferences,1,66,Coforge,Senior Java Fullstack Developer,https://www.naukri.com/job-listings-160926045990,2026-09-18T16:28:11.160996+00:00
reco-140926915705,preferences,2,66,Infosys,React GenAI Developer,https://www.naukri.com/job-listings-140926915705,2026-09-18T16:28:13.084329+00:00
reco-160926021906,preferences,3,66,Globallogic,Full stack engineer- .NET+React.JS,https://www.naukri.com/job-listings-160926021906,2026-09-18T16:28:16.995850+00:00
reco-140926915904,preferences,4,66,Infosys,AI/ML Professional,https://www.naukri.com/job-listings-140926915904,2026-09-18T16:28:18.955795+00:00
reco-180926922597,preferences,5,66,Capgemini,Agentic GEN AI Full Stack Developer,https://www.naukri.com/job-listings-180926922597,2026-09-18T16:28:20.879633+00:00
reco-100926021769,preferences,6,66,Crisil,Databricks Engineer,https://www.naukri.com/job-listings-100926021769,2026-09-18T16:28:22.771689+00:00
reco-140926919337,preferences,7,66,Accenture,AI / ML Engineer,https://www.naukri.com/job-listings-140926919337,2026-09-18T16:28:24.665479+00:00
reco-150926005668,preferences,8,66,Feuji Software Solutions,Java FullStack Developer,https://www.naukri.com/job-listings-150926005668,2026-09-18T16:28:26.612265+00:00
reco-150926904939,preferences,9,66,Capgemini,.NET Developer with C++,https://www.naukri.com/job-listings-150926904939,2026-09-18T16:28:28.570167+00:00
reco-180926500882,preferences,10,66,Smispl,AI / ML Engineer,https://www.naukri.com/job-listings-180926500882,2026-09-18T16:28:30.480916+00:00
reco-160926500163,preferences,11,66,Intelhunt,AI / ML Engineer,https://www.naukri.com/job-listings-160926500163,2026-09-18T16:28:32.365123+00:00
reco-180926500891,preferences,12,66,Vahmine Technologies,AI/ML Engineer,https://www.naukri.com/job-listings-180926500891,2026-09-18T16:28:34.250727+00:00
reco-140926906138,preferences,13,66,MANGO SCIENCES INDIA LLP,Artificial Intelligence Engineer,https://www.naukri.com/job-listings-140926906138,2026-09-18T16:28:36.129734+00:00
reco-170926923996,preferences,14,66,YO It Consulting,Artificial Intelligence Engineer,https://www.naukri.com/job-listings-170926923996,2026-09-18T16:28:38.028646+00:00
reco-180926916470,preferences,15,66,Twixor,React.js Developer,https://www.naukri.com/job-listings-180926916470,2026-09-18T16:28:39.977441+00:00
reco-160926908465,preferences,16,66,Eximietas Design,AI/ML Engineer,https://www.naukri.com/job-listings-160926908465,2026-09-18T16:28:41.927613+00:00
reco-180926027031,preferences,17,66,Noventiq Services India,Fullstack Developer Cloud and AI,https://www.naukri.com/job-listings-180926027031,2026-09-18T16:28:43.872060+00:00
reco-100926933863,preferences,18,66,FIS,"Engineer II, Software",https://www.naukri.com/job-listings-100926933863,2026-09-18T16:28:45.762730+00:00
reco-180926502537,preferences,19,66,Arham Technosoft,Python Fullstack Developer,https://www.naukri.com/job-listings-180926502537,2026-09-18T16:28:47.679327+00:00
reco-180926917910,preferences,20,66,Firm in IT Services Sector,AIML Engineer,https://www.naukri.com/job-listings-180926917910,2026-09-18T16:28:49.602788+00:00
reco-170926500942,preferences,21,66,Sumcircle Technologies,ReactJS Developer,https://www.naukri.com/job-listings-170926500942,2026-09-18T16:28:51.551315+00:00
reco-180926915730,preferences,22,66,Razorthink,Node Developer,https://www.naukri.com/job-listings-180926915730,2026-09-18T16:28:53.560278+00:00
reco-150926923483,preferences,23,66,Xylem Water Solutions,"Walk-in || Data Scientist / Software Developer (Kedro, Python, SQL)",https://www.naukri.com/job-listings-150926923483,2026-09-18T16:28:58.428707+00:00
reco-130926002650,preferences,24,66,US based Software Company,Python Software Developer ( AI ML ),https://www.naukri.com/job-listings-130926002650,2026-09-18T16:29:00.804637+00:00
reco-150926922987,preferences,25,66,Soul Ai,Spring Boot Developer,https://www.naukri.com/job-listings-150926922987,2026-09-18T16:29:04.820890+00:00
reco-160926928289,preferences,26,66,Leading Client,AI & ML Developer / Python Engineer,https://www.naukri.com/job-listings-160926928289,2026-09-18T16:29:06.789878+00:00
reco-180926501100,preferences,27,66,Brilliant Info System,Software Developer,https://www.naukri.com/job-listings-180926501100,2026-09-18T16:29:08.759508+00:00
reco-170926501026,preferences,28,66,Spysr Services,AI Systems Engineer,https://www.naukri.com/job-listings-170926501026,2026-09-18T16:29:10.736981+00:00
reco-150926505219,preferences,29,66,Adsparx,Node.js Developer,https://www.naukri.com/job-listings-150926505219,2026-09-18T16:29:12.696282+00:00
reco-150926926543,preferences,30,66,Soul Ai,Natural Language Processing Engineer (Freelancer),https://www.naukri.com/job-listings-150926926543,2026-09-18T16:29:14.661829+00:00
reco-180926501084,preferences,31,66,Brilliant Info System,AI Vision Engineer,https://www.naukri.com/job-listings-180926501084,2026-09-18T16:29:16.651161+00:00
reco-180926503571,preferences,32,66,Birlasoft,Java GHCP Developer,https://www.naukri.com/job-listings-180926503571,2026-09-18T16:29:18.691690+00:00
reco-150926023032,preferences,33,66,Nigama Technologies,"Fullstack Engineer python,",https://www.naukri.com/job-listings-150926023032,2026-09-18T16:29:20.713981+00:00
reco-170926503842,preferences,34,66,ITC Infotech,Java Microservice Developer,https://www.naukri.com/job-listings-170926503842,2026-09-18T16:29:22.766090+00:00
reco-150926927841,you_might_like,1,67,Soul Ai,Compliance Officer (Freelancer),https://www.naukri.com/job-listings-150926927841,2026-09-18T16:29:33.778688+00:00
reco-170926010617,you_might_like,2,67,Trine Infotech,DOC1 Engineer Contract Remote,https://www.naukri.com/job-listings-170926010617,2026-09-18T16:29:35.739683+00:00
reco-150926016064,you_might_like,3,67,Solverminds Solutions And Technologies,Looking For MySQL Administration,https://www.naukri.com/job-listings-150926016064,2026-09-18T16:29:37.662882+00:00
reco-170926500098,you_might_like,4,67,Progress Software,Global Privacy Specialist,https://www.naukri.com/job-listings-170926500098,2026-09-18T16:29:39.561913+00:00
reco-110926504838,you_might_like,5,67,Ruckus Networks,"Application Developer, Data & Analytics",https://www.naukri.com/job-listings-110926504838,2026-09-18T16:29:41.487859+00:00
reco-150926934070,you_might_like,6,67,Soul Ai,Biology PhD Expert,https://www.naukri.com/job-listings-150926934070,2026-09-18T16:29:43.547092+00:00
reco-140926018666,you_might_like,7,67,NEC Corporation,Test Engineer,https://www.naukri.com/job-listings-140926018666,2026-09-18T16:29:45.504688+00:00
reco-170926035144,you_might_like,8,67,Aithent,Data Analyst,https://www.naukri.com/job-listings-170926035144,2026-09-18T16:29:47.478593+00:00
reco-170926020527,you_might_like,9,67,Tenth Planet Technologies,"QA Automation Engineer (Mobile, Web & POS)",https://www.naukri.com/job-listings-170926020527,2026-09-18T16:29:49.609918+00:00
reco-160926045427,you_might_like,10,67,Sightspectrum,Automation Test Engineer,https://www.naukri.com/job-listings-160926045427,2026-09-18T16:29:51.645208+00:00
reco-150926933926,you_might_like,11,67,Soul Ai,Reporting Analyst (SQL/Tableau/Power BI),https://www.naukri.com/job-listings-150926933926,2026-09-18T16:29:54.310376+00:00
reco-160926937716,you_might_like,12,67,Leading Client,Orthopedic Doctor,https://www.naukri.com/job-listings-160926937716,2026-09-18T16:29:56.444093+00:00
reco-150926916333,you_might_like,13,67,Yantran,Kubernetes Engineer,https://www.naukri.com/job-listings-150926916333,2026-09-18T16:29:58.586192+00:00
reco-150926913989,you_might_like,14,67,Yantran,Big Data Engineer,https://www.naukri.com/job-listings-150926913989,2026-09-18T16:30:00.681250+00:00
reco-150926927871,you_might_like,15,67,Soul Ai,Data Engineer (Freelancer),https://www.naukri.com/job-listings-150926927871,2026-09-18T16:30:02.784986+00:00
reco-150926913990,you_might_like,16,67,Yantran,Cloud Data Engineer,https://www.naukri.com/job-listings-150926913990,2026-09-18T16:30:04.904041+00:00
reco-170926034723,you_might_like,17,67,Clover Infotech,Devops Engineer,https://www.naukri.com/job-listings-170926034723,2026-09-18T16:30:06.981414+00:00
reco-150926934772,you_might_like,18,67,Soul Ai,Data Visualization Engineer (Freelancer),https://www.naukri.com/job-listings-150926934772,2026-09-18T16:30:08.984274+00:00
reco-150926914002,you_might_like,19,67,Yantran,Microsoft Fabric Data Engineer,https://www.naukri.com/job-listings-150926914002,2026-09-18T16:30:10.980967+00:00
reco-150926016756,you_might_like,20,67,MSC Technology,Senior Tester,https://www.naukri.com/job-listings-150926016756,2026-09-18T16:30:13.002917+00:00
reco-150926914010,you_might_like,21,67,Yantran,AWS Cloud Engineer,https://www.naukri.com/job-listings-150926914010,2026-09-18T16:30:15.054739+00:00
reco-160926938518,you_might_like,22,67,Leading Client,Data Engineer,https://www.naukri.com/job-listings-160926938518,2026-09-18T16:30:17.344922+00:00
reco-150926933821,you_might_like,23,67,Soul Ai,Business Intelligence Analyst ( SQL ),https://www.naukri.com/job-listings-150926933821,2026-09-18T16:30:19.447033+00:00
reco-160926032552,you_might_like,24,67,Eagle In Cloud,Data Engineer,https://www.naukri.com/job-listings-160926032552,2026-09-18T16:30:21.556129+00:00
reco-170926923970,you_might_like,25,67,Twixor,DevOps Engineer,https://www.naukri.com/job-listings-170926923970,2026-09-18T16:30:23.720342+00:00
reco-170926022487,you_might_like,26,67,Mid lever IT company - 9715166618,Dot net developer with JavaScript with AI engineer,https://www.naukri.com/job-listings-170926022487,2026-09-18T16:30:25.858198+00:00
reco-150926933768,you_might_like,27,67,Soul Ai,Data Architect (Freelancer),https://www.naukri.com/job-listings-150926933768,2026-09-18T16:30:27.871275+00:00
reco-160926934576,you_might_like,28,67,Leading Client,Software Developer (PLSql/Oracle),https://www.naukri.com/job-listings-160926934576,2026-09-18T16:30:29.895960+00:00
reco-150926933782,you_might_like,29,67,Soul Ai,Chemistry PhD Expert (Freelance),https://www.naukri.com/job-listings-150926933782,2026-09-18T16:30:31.962870+00:00
reco-160926939646,you_might_like,30,67,Leading Client,C# .Net Developer,https://www.naukri.com/job-listings-160926939646,2026-09-18T16:30:33.968887+00:00
reco-170926502693,you_might_like,31,67,Pi Square Technologies,Data Analyst,https://www.naukri.com/job-listings-170926502693,2026-09-18T16:30:35.976498+00:00
reco-150926932685,you_might_like,32,67,Leading Client,Data Engineer,https://www.naukri.com/job-listings-150926932685,2026-09-18T16:30:37.968375+00:00
reco-210826008484,you_might_like,33,67,Rocket India,Software Engineer 2,https://www.naukri.com/job-listings-210826008484,2026-09-18T16:30:39.929381+00:00
reco-160926938480,you_might_like,34,67,Leading Client,Java Developer,https://www.naukri.com/job-listings-160926938480,2026-09-18T16:30:41.896015+00:00
reco-160926934116,you_might_like,35,67,Leading Client,Data Engineer,https://www.naukri.com/job-listings-160926934116,2026-09-18T16:30:44.015190+00:00
reco-140926902785,you_might_like,36,67,Conduent,App Dev & Support Engineer II,https://www.naukri.com/job-listings-140926902785,2026-09-18T16:30:46.188814+00:00
reco-150926933749,you_might_like,37,67,Soul Ai,Biology PhD Expert (Freelance),https://www.naukri.com/job-listings-150926933749,2026-09-18T16:30:48.309173+00:00
reco-150926913996,you_might_like,38,67,Yantran,Azure Data Engineer,https://www.naukri.com/job-listings-150926913996,2026-09-18T16:30:50.361628+00:00
reco-160926938587,you_might_like,39,67,Leading Client,Tableau & SQL Developer,https://www.naukri.com/job-listings-160926938587,2026-09-18T16:30:52.468154+00:00
reco-160926937228,you_might_like,40,67,Leading Client,QA Automation Engineer,https://www.naukri.com/job-listings-160926937228,2026-09-18T16:30:54.522238+00:00
reco-160926501144,you_might_like,41,67,Shenll Technology Solutions,Data Engineer - Microsoft Fabric / Databricks,https://www.naukri.com/job-listings-160926501144,2026-09-18T16:30:56.509571+00:00
reco-150926931444,you_might_like,42,67,Leading Client,.Net MVC Developer,https://www.naukri.com/job-listings-150926931444,2026-09-18T16:30:58.493549+00:00
reco-160926937345,you_might_like,43,67,Leading Client,Software Developer (PLSql/Oracle),https://www.naukri.com/job-listings-160926937345,2026-09-18T16:31:00.447150+00:00
reco-160926937293,you_might_like,44,67,Leading Client,Data Engineer,https://www.naukri.com/job-listings-160926937293,2026-09-18T16:31:02.475117+00:00
reco-150926934067,you_might_like,45,67,Soul Ai,Biology Expert,https://www.naukri.com/job-listings-150926934067,2026-09-18T16:31:04.446650+00:00
reco-150926934755,you_might_like,46,67,Soul Ai,Algorithmic Problem Solving Annotator (Competitive Programming),https://www.naukri.com/job-listings-150926934755,2026-09-18T16:31:06.383779+00:00
reco-170926023755,you_might_like,47,67,Tenth Planet Technologies,Data Engineer (Snowflake),https://www.naukri.com/job-listings-170926023755,2026-09-18T16:31:08.381776+00:00
reco-150926036543,you_might_like,48,67,Wissda Consulting,Application Support Engineer,https://www.naukri.com/job-listings-150926036543,2026-09-18T16:31:10.453389+00:00
reco-170926922278,you_might_like,49,67,wits inovation lab,Senior DevOps Engineer,https://www.naukri.com/job-listings-170926922278,2026-09-18T16:31:12.520433+00:00
reco-150926914000,you_might_like,50,67,Yantran,Google Cloud Data Engineer,https://www.naukri.com/job-listings-150926914000,2026-09-18T16:31:14.610612+00:00
reco-170926010040,you_might_like,51,67,HTC Global Services,Java Full Stack Developer,https://www.naukri.com/job-listings-170926010040,2026-09-18T16:31:16.764193+00:00
reco-150926934773,you_might_like,52,67,Soul Ai,Data Visualization Specialist (Freelancer),https://www.naukri.com/job-listings-150926934773,2026-09-18T16:31:18.883078+00:00
reco-160926504585,you_might_like,53,67,LatentView,Assistant Manager,https://www.naukri.com/job-listings-160926504585,2026-09-18T16:31:21.085349+00:00
reco-150926934143,you_might_like,54,67,Soul Ai,Civil Engineer PhD,https://www.naukri.com/job-listings-150926934143,2026-09-18T16:31:23.209785+00:00
