job_id,status,company,title,url,detail,reason,attempts
cutshort-UjST5wdm,already_applied,Inflexion Analytics,Data Engineer,https://cutshort.io/job/Data-Engineer-Bengaluru-Bangalore-Inflexion-Analytics-UjST5wdm,,already_applied,1
